,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
4768,5219,RESERVED,DODGE,AMBULANCE,2016.0,RED/BLUE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,5219Ambulance
5082,19629,INACTIVE,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19629Charter Sightseeing
5102,14357,INACTIVE,CHAMPION,TROLLEY,2000.0,MAROON,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,14357Charter Sightseeing
5427,13760,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2000.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,13760Charter Sightseeing
5662,12023,INACTIVE,IC,STARCRAFT,2014.0,SILVER,Diesel,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,4610 N. CLARK ST.,CHICAGO,IL,60640.0,,,12023Charter Sightseeing
5764,20613,RESERVED,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,20613Charter Sightseeing
5815,20606,RESERVED,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,20606Charter Sightseeing
6303,19628,ACTIVE,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19628Charter Sightseeing
6402,16786,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16786Charter Sightseeing
6404,16777,ACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16777Charter Sightseeing
6836,13564,INACTIVE,FREIGHTLINER,X LINE SHUTTLE,2000.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,13564Charter Sightseeing
6855,20235,INACTIVE,FREIGHTLINER,TROLLEY,1997.0,WHITE,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,20235Charter Sightseeing
7114,1000012,INACTIVE,INTL,CARRYALL,1997.0,WHITE,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000012Charter Sightseeing
7316,13760,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2000.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,13760Charter Sightseeing
7602,5646,ACTIVE,MERCEDES,SPRINTER,2015.0,WHITE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,5646Ambulance
8088,5245,ACTIVE,MERCEDES,SPRINTER,2012.0,YELLOW/BLUE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,5245Ambulance
8221,17290,INACTIVE,CHAMPION,TROLLEY,2000.0,ORANGE,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,17290Charter Sightseeing
8434,10713,INACTIVE,FREIGHTLINER,GLAVAL LEGACY,2015.0,BLACK,Diesel,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602.0,,,10713Charter Sightseeing
8649,16779,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16779Charter Sightseeing
8740,9035,INACTIVE,FREIGHLINE,TROLLEY,2008.0,YELLOW/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,9035Charter Sightseeing
8768,96605,INACTIVE,FREIGHLINE,TROLLEY,2007.0,RED/CREAM,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,96605Charter Sightseeing
8942,175253,INACTIVE,,,1998.0,RED/WHITE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,175253Charter Sightseeing
9059,16781,RESERVED,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16781Charter Sightseeing
9217,9309,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Diesel,N,ANLONG KE,3021 S. LOOMIS ST.,CHICAGO,IL,60608.0,,,9309Livery
9700,19156,INACTIVE,MCI,4505,2007.0,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19156Charter Sightseeing
9818,16780,RESERVED,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16780Charter Sightseeing
10795,23341,INACTIVE,,,2006.0,YELLOW/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,23341Charter Sightseeing
10820,20603,INACTIVE,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,20603Charter Sightseeing
11018,23327,INACTIVE,,,2006.0,YELLOW/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,23327Charter Sightseeing
11089,17871,INACTIVE,FREIGHLINE,TROLLEY,2002.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,17871Charter Sightseeing
11097,19769,INACTIVE,FREIGHTLINER,TROLLEY,2002.0,RED/GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,19769Charter Sightseeing
11395,18262,INACTIVE,DOUBLE SHUFLE,TROLLEY,2004.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,18262Charter Sightseeing
11441,13009,INACTIVE,FREIGHLINE,M2 106,2016.0,BLACK,Diesel,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602.0,,,13009Charter Sightseeing
11499,14071,INACTIVE,FREIGHTLINER,G40M2,2015.0,WHITE,Diesel,N,"K I S, INC.",2739 W. SUMMERDALE AVE.,CHICAGO,IL,60625.0,,,14071Charter Sightseeing
11566,1000006,INACTIVE,CHAMPION,TROLLEY,2001.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000006Charter Sightseeing
11654,19626,INACTIVE,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19626Charter Sightseeing
11712,17869,INACTIVE,FREIGHLINE,TROLLEY,1998.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,17869Charter Sightseeing
11797,14356,INACTIVE,CHAMPION,TROLLEY,1999.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,14356Charter Sightseeing
12010,19163,INACTIVE,MCI,D4505,2006.0,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19163Charter Sightseeing
12030,5298,ACTIVE,MERCEDES,SPRINTER,2012.0,WHITE/BLUE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,5298Ambulance
12197,17868,INACTIVE,LEYLAND,OLYMPIAN,1988.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,17868Charter Sightseeing
12225,16782,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16782Charter Sightseeing
12532,20605,INACTIVE,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,20605Charter Sightseeing
12716,19627,RESERVED,ALEXDER DENNIS LTD,E400H,2014.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19627Charter Sightseeing
12999,13565,INACTIVE,ISUZU,CARRYALL,1986.0,MAROON,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,13565Charter Sightseeing
13066,16778,RESERVED,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16778Charter Sightseeing
13349,1007,INACTIVE,MCI,102C3,1992.0,RED/WHITE/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,1007Charter Sightseeing
13379,19163,INACTIVE,MCI,D4505,2006.0,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,19163Charter Sightseeing
13778,18261,INACTIVE,DOUBLE SHUFLE,TROLLEY,2004.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,18261Charter Sightseeing
13856,16784,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16784Charter Sightseeing
14247,11399,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2002.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,11399Charter Sightseeing
14313,5557,ACTIVE,MERCEDES,SPRINTER,2012.0,WHITE/ORANGE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,5557Ambulance
14405,17802,INACTIVE,THOMAS,TROLLEY,2005.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,17802Charter Sightseeing
14612,7224,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Diesel,N,FRARS INC,2500 W. BIRCHWOOD AVE.,CHICAGO,IL,60645.0,,,7224Livery
14692,1000010,INACTIVE,FREIGHLINE,X LINE SHUTTLE,2000.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000010Charter Sightseeing
15157,16904,INACTIVE,SPEC-CONSTED,TROLLEY,2014.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,16904Charter Sightseeing
15250,16776,INACTIVE,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16776Charter Sightseeing
15332,17870,INACTIVE,LEYLAND,OLYMPIAN,1988.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,17870Charter Sightseeing
15414,10714,INACTIVE,FREIGHTLINER,GLAVAL LEGACY,2015.0,BLACK,Diesel,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602.0,,,10714Charter Sightseeing
15669,4882,ACTIVE,MERCEDES,SPRINTER,2012.0,RED/WHITE,Diesel,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126.0,,,4882Ambulance
15790,16002,INACTIVE,THOMAS,TROLLEY,2005.0,GREEN,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,16002Charter Sightseeing
15914,1000007,INACTIVE,CHAMPION,TROLLEY,1999.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000007Charter Sightseeing
15960,7848,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Diesel,N,NURIA ENTERPRISE INC,2643 W. PRATT BLVD.,CHICAGO,IL,60645.0,,,7848Livery
16210,16903,INACTIVE,FREIGHTLINER,TROLLEY,1999.0,RED,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,16903Charter Sightseeing
16212,16785,RESERVED,ALEXANDER DENNIS LTD,ENVIRO 400,2013.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,16785Charter Sightseeing
16365,17765,INACTIVE,LEYLAND,OLYMPIAN,1988.0,BURGUNDY,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,17765Charter Sightseeing
16396,20604,RESERVED,GILLIG,TRANSIT,2015.0,MAROON,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609.0,,,20604Charter Sightseeing
16414,1000003,INACTIVE,CHAMPION,TROLLEY,1993.0,ORANGE,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000003Charter Sightseeing
16417,1000008,INACTIVE,ISUZU,CARRYALL,1986.0,MAROON,Diesel,N,SCT USA INC,4455 N. KNOX AVE.,CHICAGO,IL,60630.0,,,1000008Charter Sightseeing
