,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
32,891,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,891Taxi
36,48,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,GURU CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,48Taxi
37,6901,REVOKED,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,RIVERSIDE TAXI CORP,5200 N. OTTO AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6901Taxi
39,4038,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SUMAR INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4038Taxi
46,3303,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,RODAS CAB CO,850 W. EASTWOOD AVE.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,3303Taxi
48,72,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,FRAPPE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,72Taxi
51,5889,SURRENDER,FORD,ESCAPE,2012.0,YELLOW,Hybrid,N,HAZARA INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,5889Taxi
55,3838,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3838Taxi
59,89,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,GREVENA CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,89Taxi
63,846,SURRENDER,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,NECT 34 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",846Taxi
65,5726,VIOLATION,TOYOTA,RAV4,2021.0,ORANGE,Hybrid,N,W TAXI INC.,4301 W. MONTROSE AVE.,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,5726Taxi
67,2450,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,RANGI CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2450Taxi
69,3600,SURRENDER,TOYOTA,PRIUS,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,AKAL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3600Taxi
71,3423,ACTIVE,TOYOTA,RAV4,2019.0,WHITE,Hybrid,N,YEMD INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,3423Taxi
73,3040,ACTIVE,TOYOTA,CAMRY,2014.0,CREAM/GREEN,Hybrid,N,SAMRAZA INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner-Operator,3040Taxi
74,3747,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,COHEN CAB CORP.,5416 N. BROADWAY ST.,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,3747Taxi
75,6894,ACTIVE,TOYOTA,PRIUS,2013.0,BLUE,Hybrid,N,BBDR EXPRESS INC,2235 W. MAYPOLE AVE.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6894Taxi
76,5854,ACTIVE,TOYOTA,RAV4,2022.0,WHITE,Hybrid,N,"YEMARIAM TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5854Taxi
83,3762,ACTIVE,TOYOTA,PRIUS,2015.0,CREAM/GREEN,Hybrid,N,SUKHI ENTERPRISES INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner Manager,3762Taxi
84,5366,ACTIVE,TOYOTA,CAMRY,2014.0,YELLOW,Hybrid,N,SHAD EXPRESS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5366Taxi
86,5229,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,GHAOTHY L.L.C.,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5229Taxi
87,4018,VIOLATION,TOYOTA,PRIUS,2016.0,WHITE,Hybrid,N,JIBICHO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4018Taxi
89,6473,SURRENDER,TOYOTA,CAMRY,2013.0,BLUE,Hybrid,N,OAK TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,6473Taxi
92,4204,REVOKED,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ZANTE CAB CO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4204Taxi
94,2551,VIOLATION,FORD,FUSION,2010.0,WHITE,Hybrid,N,MCCAB II CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2551Taxi
95,6747,ACTIVE,TOYOTA,PRIUS,2015.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES IV",4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6747Taxi
98,2050,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,NECT 13 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",2050Taxi
105,2081,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Chicago Taxicab Management Inc.,2081Taxi
109,5190,ACTIVE,TOYOTA,RAV4,2019.0,WHITE,Hybrid,N,SADEK TRANSPORTATION INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,5190Taxi
110,5157,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,WAAMO TAXI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5157Taxi
111,4435,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,DUROJAIYE CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4435Taxi
113,6726,SURRENDER,TOYOTA,PRIUS,2013.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUPLLC -SERIESXXV,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6726Taxi
116,2130,ACTIVE,TOYOTA,PRIUS,2013.0,GRAY/WHITE,Hybrid,N,RED FOX TAXI INC,7405 N. WESTERN AVE.,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,2130Taxi
118,6630,VIOLATION,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,ON THE GO CAB CO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6630Taxi
120,3031,REVOKED,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,STOLI CAB CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3031Taxi
122,295,ACTIVE,HONDA,CRV,2023.0,WHITE,Hybrid,N,DIMA TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,295Taxi
123,2895,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,2895Taxi
126,4826,SURRENDER,TOYOTA,RAV4,2021.0,BLUE/WHITE,Hybrid,N,ISAYAS INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4826Taxi
132,1865,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,"RAMALLAH TRANS, INC",2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1865Taxi
134,4958,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,MARIA NASEEM INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,4958Taxi
137,6806,ACTIVE,TOYOTA,PRIUS,2016.0,BLACK,Hybrid,N,BLUE SAPPHIRE TAXI LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6806Taxi
138,4771,ACTIVE,KIA,NIRO,2020.0,SILVER,Hybrid,N,BABA TAXI INC,1055 W. CATALPA AVE.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,4771Taxi
139,3524,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,EAJJU INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,3524Taxi
147,3065,ACTIVE,TOYOTA,PRIUS,2011.0,BLUE/WHITE,Hybrid,N,JIWANI CAB CO,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Koam Taxi Association,Owner-Operator,3065Taxi
153,3951,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,ALEXA EXPRESS INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3951Taxi
156,6291,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SCORPION CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,6291Taxi
158,5739,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SHOWCASE SPORTS MANAGEMENT CORP.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5739Taxi
159,866,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",866Taxi
162,5979,SURRENDER,TOYOTA,PRIUS,2014.0,BLUE/WHITE,Hybrid,N,MEGU CAB INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5979Taxi
164,1782,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MUMBAI TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1782Taxi
169,2526,ACTIVE,TOYOTA,CAMRY,2020.0,WHITE,Hybrid,N,MASHAL TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2526Taxi
172,5673,ACTIVE,TOYOTA,CAMRY,2017.0,BLUE/WHITE,Hybrid,N,WON TAXI CAB CORP,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5673Taxi
173,56,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,BRIGHT CAB INC,1930 W. LOYOLA AVE.,CHICAGO,IL,60626.0,Flash Cab Co,Owner-Operator,56Taxi
174,6260,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,CHICAGO SEVEN CAB INC,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,6260Taxi
176,1606,ACTIVE,TOYOTA,RAV4,2016.0,WHITE,Hybrid,N,SCHATZI CAB COMPANY INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Chicago Taxicab Management Inc.,1606Taxi
181,3695,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE/BLUE,Hybrid,N,W CITY CAB LLC,2719 N. KIMBALL AVE.,CHICAGO,IL,60647.0,Independent1,Owner-Operator,3695Taxi
183,5456,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,DNY TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5456Taxi
187,514,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,514Taxi
190,2125,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,"SS AUTO TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2125Taxi
193,4913,SURRENDER,TOYOTA,CAMRY,2019.0,YELLOW,Hybrid,N,MBD CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4913Taxi
201,6113,ACTIVE,FORD,FUSION,2012.0,WHITE,Hybrid,N,AALA HAZRAT CAB CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,6113Taxi
202,5996,VIOLATION,TOYOTA,PRIUS,2016.0,ORANGE,Hybrid,N,U CAB INC,4301 W. MONTROSE AVE.,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,5996Taxi
203,639,ACTIVE,TOYOTA,PRIUS,2018.0,ORANGE,Hybrid,N,OHARE TRANSIT LLC,4301 W. MONTROSE AVE.,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner-Operator,639Taxi
204,800,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO X, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,800Taxi
205,6923,ACTIVE,TOYOTA,SIENNA,2023.0,RED,Hybrid,Y,"BELL & J'S, INC",1026 W. MONTROSE AVE.,CHICAGO,IL,60613.0,Independent1,Owner-Operator,6923Taxi
207,2543,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,N,SJC BALENG INC,6011 N. WINTHROP AVE.,CHICAGO,IL,60660.0,Independent1,Owner-Operator,2543Taxi
208,1441,SURRENDER,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,HEART OF CHICAGO EXPRESS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1441Taxi
213,705,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"TYLER CRAZY ABOUT CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,705Taxi
216,5446,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SUNDAY O ODIASE,1408 E. 72ND ST.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,5446Taxi
217,5527,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,CORSICA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5527Taxi
218,2578,VIOLATION,TOYOTA,PRIUS,2014.0,BLUE,Hybrid,N,SANTORINI FIVE CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,2578Taxi
219,3999,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,ROYAL ONE INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3999Taxi
222,3255,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,NECT 6 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3255Taxi
223,1337,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,DEVINDER S. RANGI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1337Taxi
224,2535,REVOKED,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,SZW CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2535Taxi
230,4235,ACTIVE,TOYOTA,PRIUS,2015.0,BLUE,Hybrid,N,GREENWICH CAB CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,4235Taxi
231,4113,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,CHITOWN CAB INC #1,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",4113Taxi
232,1920,ACTIVE,TOYOTA,PRIUS,2017.0,YELLOW,Hybrid,N,"MUSSY68 INTL, LIMITED",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1920Taxi
234,5194,VIOLATION,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,DOVE TAXI CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5194Taxi
244,2864,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,SKY TAXI INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",2864Taxi
245,4333,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,MONSOON TAXI CORP.,5200 N. OTTO,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4333Taxi
246,3830,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ELSTON ONE LLC,2738 W. FULTON ST.,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,3830Taxi
250,4726,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SCORPION CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4726Taxi
251,3644,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,URU EXPRESS INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner-Operator,3644Taxi
253,31,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,LBJ CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,31Taxi
254,3857,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,EZE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3857Taxi
260,1810,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,RUBEN TRANS INC.,5415 N. SHERIDAN RD.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,1810Taxi
262,5777,ACTIVE,TOYOTA,PRIUS,2015.0,BLUE/WHITE,Hybrid,N,CRYSTAL EXPRESS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5777Taxi
264,990,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,ELSTON FIVE LLC,2738 W. FULTON ST.,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,990Taxi
265,6936,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,AAA TAXI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6936Taxi
266,3715,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,TOTAT CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3715Taxi
270,6917,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,AL-MADINA CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6917Taxi
272,3361,SURRENDER,HYUNDAI,SONATA,2017.0,BLUE,Hybrid,N,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3361Taxi
276,5553,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,5553Taxi
278,6640,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,EDEN ROC TRANSIT LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6640Taxi
279,55,ACTIVE,TOYOTA,RAV4,2019.0,ORANGE,Hybrid,N,ROADWAY CAB CO,4301 W. MONTROSE AVE.,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,55Taxi
280,625,VIOLATION,FORD,FUSION,2012.0,GREEN,Hybrid,N,NECT 26 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",625Taxi
286,6700,SURRENDER,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,Y,JACARL LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6700Taxi
287,6108,VIOLATION,NISSAN,ALTIMA,2013.0,WHITE,Hybrid,N,M & A TAXI CORPORATION,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6108Taxi
298,6800,VIOLATION,FORD,ESCAPE,2012.0,GREEN,Hybrid,N,ARIES TAXI CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6800Taxi
299,4312,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,IAMA CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,4312Taxi
303,5351,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,NEW MILLENNIUM INC #III,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5351Taxi
306,378,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,378Taxi
308,5457,REVOKED,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,WS CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5457Taxi
311,2971,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,BIRCHWOOD TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2971Taxi
316,5752,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,ARMENIA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5752Taxi
321,1894,FORECLOSURE,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,MARIA INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1894Taxi
323,4421,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,NORTOWN EXPRESS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4421Taxi
324,842,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,"CHAG B, INC",4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,842Taxi
