,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
1433,5029,SURRENDER,TOYOTA,SIENNA,2015.0,WHITE,Flex Fuel,N,OKUNDAYE AND SONS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5029Taxi
1538,5868,VIOLATION,CHEVROLET,HHR,2011.0,WHITE,Flex Fuel,N,YAYE INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner-Operator,5868Taxi
1580,5244,FORECLOSURE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,TERRA TAXI TWO CORP,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5244Taxi
1795,5039,SURRENDER,DODGE,GRAND CARAVAN,2016.0,GREEN,Flex Fuel,Y,NECT 2 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5039Taxi
1965,2403,SURRENDER,DODGE,GRAND CARAVAN,2010.0,WHITE,Flex Fuel,N,AVENUE TRANSPORTATION INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2403Taxi
1969,4939,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Flex Fuel,N,ALEX K OWOYEMI,2031 S. CLARK ST.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner-Operator,4939Taxi
2207,3405,VIOLATION,VPG,MV-1,2014.0,WHITE,Flex Fuel,Y,NOBLE CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Chicago Taxicab Management Inc.,3405Taxi
2235,5448,VIOLATION,CHRYSLER,TOWN AND COUNTRY,2013.0,YELLOW,Flex Fuel,N,OKUNDAYE AND SONS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5448Taxi
2341,2206,VIOLATION,DODGE,CARAVAN,2012.0,BLUE,Flex Fuel,Y,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,2206Taxi
2440,4480,VIOLATION,DODGE,GRAND CARAVAN,2016.0,WHITE,Flex Fuel,Y,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4480Taxi
2486,3703,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,AMERICAN ROCKIN BABY INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,3703Taxi
2511,6892,VIOLATION,DODGE,GRAND CARAVAN,2014.0,WHITE,Flex Fuel,Y,LMBK HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6892Taxi
2526,353,SURRENDER,DODGE,CARAVAN,2016.0,BLUE/WHITE,Flex Fuel,Y,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",353Taxi
2569,3252,VIOLATION,FORD,CROWN VICTORIA,2009.0,WHITE,Flex Fuel,N,GAITHER CAB CO,8301 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3252Taxi
2573,5492,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,BUCKINGHAM CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5492Taxi
2756,537,SURRENDER,DODGE,CARAVAN,2010.0,GREEN,Flex Fuel,Y,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",537Taxi
2784,1257,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1257Taxi
2794,1146,VIOLATION,DODGE,CARAVAN,2010.0,WHITE,Flex Fuel,Y,ROBE TAXI CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1146Taxi
2813,3870,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3870Taxi
3154,1968,REVOKED,TOYOTA,SCION,2015.0,WHITE,Flex Fuel,N,CUNNINGHAM CAB CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1968Taxi
3250,2233,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,"OLAN CAB CO., INC.",9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2233Taxi
3370,6029,VIOLATION,CHEVROLET,IMPALA,2013.0,WHITE,Flex Fuel,N,BP CAB COMPANY INC,5241 W. PATTERSON AVE.,CHICAGO,IL,60641.0,Independent2,Owner-Operator,6029Taxi
3498,5112,VIOLATION,DODGE,GRAND CARAVAN,2015.0,WHITE,Flex Fuel,N,SPHAN RIDE INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,5112Taxi
3721,4064,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,WEST END TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4064Taxi
3756,5636,VIOLATION,FORD,CROWN VICTORIA,2011.0,WHITE,Flex Fuel,N,BORDEP INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5636Taxi
3782,3379,VIOLATION,DODGE,CARAVAN,2010.0,WHITE,Flex Fuel,N,ANTWI ADJEI,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner-Operator,3379Taxi
3801,5746,VIOLATION,DODGE,GRAND CARAVAN,2012.0,BLUE,Flex Fuel,Y,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,5746Taxi
3825,1898,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,PROGENY CAB CO,5200 N. OTTO AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1898Taxi
3847,6686,ACTIVE,DODGE,GRAND CARAVAN,2017.0,BLACK,Flex Fuel,N,MENTEE ENTERPRISES LLC,2359 W. JARVIS AVE.,CHICAGO,IL,60645.0,Independent1,Owner-Operator,6686Taxi
3964,239,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,MCCAB XVIII CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,239Taxi
4038,5048,REVOKED,CHEVROLET,HHR,2011.0,WHITE,Flex Fuel,N,MELAKU CORP,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,5048Taxi
4111,2918,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,Y,LINCOLNSHIRE SERVICE I CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,2918Taxi
4138,5806,SURRENDER,DODGE,CARAVAN,2012.0,BLUE/WHITE,Flex Fuel,N,RASHEED O SANYAOLU,8258 S. EAST END AVE.,CHICAGO,IL,60617.0,Sun Taxi Association Inc,Owner-Operator,5806Taxi
4175,3143,REVOKED,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,DIAL CAB COMPANY,5200 N. OTTO AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3143Taxi
4224,4077,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,THE ROSENJE INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4077Taxi
4393,1850,SURRENDER,CHEVROLET,IMPALA,2012.0,WHITE,Flex Fuel,N,KEREN CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,1850Taxi
4450,1692,VIOLATION,FORD,FUSION,2012.0,WHITE,Flex Fuel,N,STANLEY CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,1692Taxi
4604,4750,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,N,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4750Taxi
4630,1770,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,AMZ 94 CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1770Taxi
4709,2795,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE/BLACK/STRIPES,Flex Fuel,N,SILCISCA INC.,533 E. 33RD PL.,CHICAGO,IL,60616.0,Independent1,Owner-Operator,2795Taxi
4862,2680,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,MCCAB XV CORP.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2680Taxi
4969,3376,VIOLATION,DODGE,GRAND CARAVAN,2014.0,WHITE,Flex Fuel,N,ASPIRE CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3376Taxi
5028,3765,ACTIVE,DODGE,CARAVAN,2014.0,CREAM/GREEN,Flex Fuel,N,GANIYU O DARANIJO,707 W. WAVELAND AVE.,CHICAGO,IL,60613.0,Checker Taxi Association Co.,Owner-Operator,3765Taxi
5080,1355,VIOLATION,DODGE,GRAND CARAVAN,2014.0,WHITE,Flex Fuel,N,CHICAGO MEDALLION EIGHT LLC.,2738 W. FULTON ST.,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,1355Taxi
5145,4675,VIOLATION,FORD,ESCAPE,2011.0,YELLOW,Flex Fuel,N,MAJAZ CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4675Taxi
5172,2075,VIOLATION,DODGE,CARAVAN,2010.0,WHITE,Flex Fuel,N,JOSEPH O THOMAS,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,2075Taxi
5266,3866,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3866Taxi
5361,5767,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,PEACE AND LOVE CAB CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5767Taxi
5538,4738,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4738Taxi
5868,1574,VIOLATION,DODGE,GRAND CARAVAN,2011.0,WHITE,Flex Fuel,N,LE-PAUL CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1574Taxi
5968,5086,ACTIVE,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,"OX-BEE TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5086Taxi
5969,351,SURRENDER,DODGE,CARAVAN,2016.0,BLUE/WHITE,Flex Fuel,Y,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",351Taxi
6005,533,ACTIVE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",533Taxi
6022,6947,ACTIVE,DODGE,GRAND CARAVAN,2016.0,BLUE/WHITE,Flex Fuel,Y,EYAD CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,6947Taxi
6207,6913,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,N,BADIA INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,6913Taxi
6475,497,SURRENDER,DODGE,GRAND CARAVAN,2012.0,GREEN,Flex Fuel,Y,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",497Taxi
6524,3446,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,LUNA TAXICAB INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,3446Taxi
6596,4079,SURRENDER,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,MOSES FRANK,6731 S. SOUTH CHICAGO AVE.,CHICAGO,IL,60637.0,Independent1,Owner-Operator,4079Taxi
6634,4741,SURRENDER,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4741Taxi
6727,4466,VIOLATION,DODGE,CARAVAN,2013.0,YELLOW,Flex Fuel,N,"GIDDON, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4466Taxi
6809,4484,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,Y,HONG KONG TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4484Taxi
6821,8564,VIOLATION,FORD,TRANSIT,2018.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8564Medicar
7043,2441,SURRENDER,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,D. K. ENTERPRISES INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2441Taxi
7053,5841,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,ONYE-HEBREW CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,5841Taxi
7060,3535,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,N,LINCOLNSHIRE SERVICE I CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,3535Taxi
7096,4967,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,Y,BEIJING TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4967Taxi
7097,8990,VIOLATION,FORD,TRANSIT,2018.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8990Medicar
7116,5814,VIOLATION,DODGE,GRAND CARAVAN,2012.0,BLUE,Flex Fuel,Y,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,5814Taxi
7202,3680,VIOLATION,DODGE,CARAVAN,2011.0,WHITE,Flex Fuel,Y,WEST END TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3680Taxi
7236,4401,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,FEMDOT INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4401Taxi
7349,5062,VIOLATION,CHEVROLET,IMPALA,2018.0,SILVER/BLACK,Flex Fuel,N,SAMUEL J. MESTAS,7718 S. KEELER AVE.,CHICAGO,IL,60652.0,Independent1,Owner-Operator,5062Taxi
7353,6682,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,K AND B HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6682Taxi
7384,734,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Flex Fuel,Y,TAGRO EXPRESS INC,7246 N. CALIFORNIA AVE.,CHICAGO,IL,60645.0,INDEPENDENT4,Owner-Operator,734Taxi
7403,2290,SURRENDER,FORD,ESCAPE,2011.0,WHITE,Flex Fuel,N,DIKCIS CAB COMPANY,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2290Taxi
7729,570,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,N,ZAKARNEH CAB CORP,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,570Taxi
7824,3034,VIOLATION,FORD,CROWN VICTORIA,2010.0,WHITE,Flex Fuel,N,RAM'S CAB COMPANY,8312 S. MAY ST.,CHICAGO,IL,60620.0,EXPIRED AFFILIATION,Owner Manager,3034Taxi
7847,4885,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Flex Fuel,N,LAWRENCE B OGUNDIPE,8014 S. COLES AVE.,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,4885Taxi
7850,4193,VIOLATION,FORD,TAURUS,2015.0,WHITE,Flex Fuel,N,"G. T. HASNEM, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4193Taxi
7874,2756,VIOLATION,DODGE,GRAND CARAVAN,2017.0,WHITE,Flex Fuel,Y,WEST END TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2756Taxi
7963,5697,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,TEHRAN INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,5697Taxi
7981,4685,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,Y,BAROMETER II HACKING CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4685Taxi
7989,4139,REVOKED,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,HANDY CAB TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4139Taxi
8038,3220,VIOLATION,DODGE,CARAVAN,2016.0,BLUE,Flex Fuel,Y,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3220Taxi
8124,6896,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,Y,SHAZIF CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6896Taxi
8346,75,REVOKED,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,N,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,75Taxi
8609,5207,VIOLATION,DODGE,CARAVAN,2011.0,GREEN,Flex Fuel,Y,NECT 2 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5207Taxi
8773,5401,VIOLATION,MERCURY,GRAND MARQUIS,2010.0,WHITE,Flex Fuel,N,JOSEPH E HANNA,5750 N. MAPLEWOOD AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,5401Taxi
8799,1323,SURRENDER,DODGE,GRAND CARAVAN,2010.0,WHITE/BLUE/STRIPES,Flex Fuel,Y,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1323Taxi
8863,1829,ACTIVE,DODGE,CARAVAN,2019.0,WHITE,Flex Fuel,Y,OMLETA INC.,5421 N. EAST RIVER RD.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1829Taxi
8951,3254,VIOLATION,FORD,CROWN VICTORIA,2009.0,WHITE,Flex Fuel,N,GAITHER CAB CO,8301 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3254Taxi
9024,5136,VIOLATION,FORD,CROWN VICTORIA,2010.0,WHITE,Flex Fuel,N,LAWRENCE MOORE TAXI INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5136Taxi
9150,19834,INACTIVE,FORD,E350,2015.0,WHITE,Flex Fuel,N,BRIAN D. WILSON,8647 S. NORMAL AVE.,CHICAGO,IL,60620.0,,,19834Charter Sightseeing
9167,6899,VIOLATION,DODGE,GRAND CARAVAN,2013.0,WHITE,Flex Fuel,Y,SHAZIF CAB CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6899Taxi
9184,8661,VIOLATION,FORD,TRANSIT,2017.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8661Medicar
9241,135,ACTIVE,DODGE,CARAVAN,2016.0,BLUE/WHITE,Flex Fuel,Y,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",135Taxi
